id,uid,date,type1,type2,type3,zd0,zd1,zd2,submit_time,status
29,9446,2015-04-16,104,78,103,0,0,0,2015-06-08 13:01:39,1
45,7119,2015-04-16,60,104,104,1,1,1,2015-06-08 19:26:10,1
47,9915,2015-04-24,61,104,104,1,1,1,2015-06-09 10:26:14,1
48,4548,2015-05-14,65,93,104,1,1,1,2015-06-10 15:46:51,1
51,1200,2015-06-05,53,77,104,1,1,1,2015-06-09 13:56:25,1
52,338,2015-06-05,53,77,104,0,1,1,2015-06-09 14:05:00,1
58,2783,2015-04-27,60,104,104,1,1,1,2015-06-09 16:24:57,1
59,10208,2014-10-31,63,104,104,1,1,1,2015-06-09 16:24:40,1
61,1422,2015-05-29,63,104,104,1,1,1,2015-06-09 16:37:04,1
62,9,2015-04-23,60,104,104,1,1,1,2015-06-09 16:22:01,1
63,104,2015-01-07,54,104,104,1,1,1,2015-06-09 16:24:36,1
65,8527,2015-03-23,65,104,104,1,0,1,2015-06-09 16:30:52,1
69,5360,2015-06-09,54,104,104,1,1,1,2015-06-09 16:57:06,1
78,59061,2015-05-15,61,93,104,1,1,1,2015-06-10 16:11:47,1
80,7182,2015-06-10,60,93,103,0,1,1,2015-06-24 11:27:46,1
83,6866,2015-06-10,63,104,104,1,1,1,2015-06-10 16:49:18,1
88,7749,2015-01-06,53,93,104,0,0,1,2015-06-10 17:25:05,1
93,4807,2014-10-31,63,93,104,0,0,1,2015-06-10 17:35:33,1
94,2970,2015-05-14,63,83,104,0,1,1,2015-06-10 17:37:23,1
100,7233,2015-06-10,54,89,104,0,1,1,2015-06-11 09:45:27,1
107,7473,2015-06-10,53,77,103,0,1,1,2015-06-11 11:04:31,1
116,10384,2015-05-07,61,104,104,1,1,1,2015-06-11 16:40:11,1
117,1436,2015-05-08,61,104,104,1,1,1,2015-06-11 15:18:42,1
129,3216,2015-05-06,60,104,104,1,1,1,2015-06-11 16:40:34,1
130,2519,2015-05-04,54,104,104,1,1,1,2015-06-11 16:43:09,1
131,373,2015-04-02,54,104,104,1,1,1,2015-06-11 16:45:50,1
132,335,2015-04-09,60,104,104,1,1,1,2015-06-11 16:48:43,1
133,337,2015-05-11,60,104,104,1,1,1,2015-06-11 16:51:32,1
136,3238,2015-06-11,54,104,104,1,1,1,2015-06-24 11:55:58,1
138,5181,2015-05-20,54,104,104,1,1,1,2015-06-11 17:16:56,1
140,7042,2015-06-11,63,104,104,1,0,1,2015-06-24 17:25:04,1
142,3353,2015-04-09,61,104,104,1,1,1,2015-06-11 21:59:23,1
145,8834,2015-03-27,60,74,95,0,0,0,2015-06-11 19:34:29,1
149,2788,2015-06-01,60,104,104,1,1,1,2015-06-12 12:40:39,1
151,7073,2015-03-27,60,104,104,1,1,1,2015-06-12 12:55:18,1
154,4512,2015-05-25,60,104,104,1,1,1,2015-06-12 13:08:10,1
162,5503,2015-06-12,54,104,103,1,1,1,2015-06-19 12:37:37,1
174,5242,2015-06-15,54,76,94,0,0,1,2015-06-17 09:25:46,1
175,5170,2015-06-15,60,93,94,1,1,1,2015-06-19 13:34:38,1
177,4694,2015-04-16,53,104,104,0,1,1,2015-06-16 10:17:45,1
178,4805,2015-03-27,61,104,104,0,1,1,2015-06-16 10:22:13,1
181,7671,2015-06-16,54,104,104,1,1,1,2015-06-16 10:41:10,1
189,1441,2015-05-13,63,104,104,1,1,1,2015-06-17 15:47:25,1
193,1699,2015-05-27,60,83,104,1,1,1,2015-06-18 14:02:54,1
197,3363,2015-06-18,63,104,104,1,1,1,2015-06-18 16:41:25,1
201,6343,2015-06-19,60,93,104,1,1,1,2015-06-19 11:47:46,1
202,1288,2015-05-18,54,104,104,0,1,1,2015-06-19 11:57:45,1
204,9200,2015-05-08,61,104,104,0,1,1,2015-06-19 12:32:41,1
205,7764,2015-05-29,54,104,104,0,1,1,2015-06-19 12:44:56,1
208,5564,2016-09-13,54,104,104,1,1,1,2016-09-13 16:26:25,1
209,9793,2015-06-23,54,104,104,1,1,1,2015-06-25 18:06:29,1
212,9076,2015-05-05,61,104,104,1,1,1,2015-06-23 15:58:56,1
217,10275,2015-06-05,54,104,104,1,1,1,2015-06-23 21:52:35,1
225,2735,2015-06-09,53,89,103,0,1,0,2015-06-24 19:34:19,1
226,7821,2015-05-27,63,66,94,1,0,0,2015-06-24 19:51:42,1
229,2802,2015-04-20,58,104,104,1,1,1,2015-06-25 11:15:21,1
230,3268,2015-03-19,61,83,104,1,1,1,2015-06-25 11:20:14,1
233,358,2015-03-19,65,104,104,1,1,1,2015-06-25 12:18:28,1
234,10164,2015-05-26,63,104,104,1,1,1,2015-06-25 13:57:29,1
239,1437,2015-06-05,63,93,104,1,1,1,2015-06-25 18:11:31,1
240,7885,2015-06-05,60,86,94,0,0,1,2015-06-25 18:19:54,1
243,2885,2015-06-24,62,104,104,1,1,1,2015-06-25 18:34:43,1
250,9541,2015-03-10,60,104,104,1,1,1,2015-06-30 08:49:41,1
253,1255,2015-05-12,63,104,104,1,1,1,2015-06-30 09:06:15,1
258,9328,2015-06-30,63,104,104,1,1,1,2015-07-01 13:50:46,1
259,9299,2015-06-30,64,104,104,1,1,1,2015-06-30 10:05:32,1
262,1120,2015-06-29,60,76,94,0,0,0,2015-07-01 08:58:57,1
267,6106,2015-06-30,54,104,104,1,1,1,2015-07-06 11:30:11,1
268,5682,2015-06-30,63,104,104,1,1,1,2015-07-01 14:18:37,1
273,7536,2015-07-02,63,73,95,0,0,0,2015-07-08 14:35:12,1
277,8095,2015-07-07,54,104,104,1,1,1,2015-07-09 12:59:41,1
278,8132,2015-07-07,54,104,104,1,1,1,2015-07-07 10:43:58,1
284,8438,2015-07-08,63,85,104,0,1,1,2015-07-14 15:15:39,1
291,4547,2014-12-18,61,104,104,1,1,1,2015-07-09 12:16:21,1
292,349,2015-01-08,61,104,104,1,1,1,2015-07-09 12:16:07,1
297,6722,2015-07-14,58,93,103,1,1,1,2015-07-21 15:14:47,1
298,8194,2015-07-03,53,93,103,1,1,1,2015-07-17 16:06:35,1
300,6569,2015-07-20,54,104,104,1,1,1,2015-07-21 11:20:06,1
306,10485,2015-03-11,53,84,95,0,0,0,2015-09-05 17:04:17,1
307,5547,2015-09-07,53,74,104,0,0,1,2015-09-07 12:05:24,1
308,7498,2015-09-07,61,104,104,1,1,1,2015-09-07 17:02:11,1
309,4363,2015-09-07,61,104,104,1,1,1,2015-09-07 17:04:25,1
310,5035,2015-09-07,62,104,104,1,1,1,2015-09-07 18:36:46,1
314,7030,2015-09-08,54,104,104,1,1,1,2015-09-08 09:44:19,1
324,4756,2015-09-09,60,93,104,1,1,1,2015-09-09 11:18:53,1
326,8417,2015-09-09,61,104,104,1,1,1,2015-09-09 19:45:32,1
327,9817,2015-09-09,63,104,104,1,1,1,2015-09-09 19:48:52,1
332,9446,2015-09-07,63,104,104,1,1,1,2015-09-10 16:29:31,1
337,7283,2015-09-11,53,104,104,0,1,1,2015-09-14 08:19:23,1
338,8273,2015-09-11,53,104,104,0,1,1,2015-09-14 08:21:22,1
339,18,2015-09-09,60,104,104,1,0,1,2015-09-14 19:09:05,1
345,9647,2015-09-15,61,104,104,1,1,1,2015-09-15 10:11:40,1
349,7256,2015-09-15,53,104,104,1,1,1,2015-09-15 14:13:32,1
361,7190,2015-09-16,63,104,103,0,0,0,2015-09-16 10:18:37,1
365,9,2015-09-15,61,104,104,1,1,1,2015-09-16 15:54:16,1
369,2970,2015-09-17,60,104,104,1,1,1,2015-09-17 17:23:37,1
372,9465,2015-09-18,64,104,104,1,1,1,2015-09-18 10:44:57,1
377,6474,2015-09-18,65,104,104,1,0,1,2015-09-18 17:09:59,1
380,9757,2015-09-16,54,104,104,1,1,1,2015-09-21 09:49:01,1
384,4755,2015-09-21,61,93,104,1,1,1,2015-09-21 16:28:16,1
393,7191,2015-09-22,54,74,104,0,0,1,2015-09-22 11:57:17,1
394,1752,2015-09-22,53,104,104,1,1,1,2015-09-22 13:39:38,1
395,9540,2015-09-22,63,104,104,1,1,1,2015-09-22 15:26:09,1
397,8527,2015-09-22,104,104,104,1,1,1,2015-09-22 16:17:28,1
402,5077,2015-09-22,61,93,104,1,1,1,2015-09-22 16:45:17,1
403,9439,2015-09-22,63,83,104,1,1,1,2015-09-22 16:47:47,1
410,357,2015-09-23,65,104,104,1,1,1,2015-09-23 15:10:41,1
419,1255,2015-09-23,63,74,104,0,1,1,2015-09-25 14:01:13,1
421,6771,2015-09-17,53,104,104,1,1,1,2015-09-25 17:59:08,1
422,3301,2015-09-17,60,104,104,1,1,1,2015-09-25 19:05:28,1
438,5184,2015-09-29,53,93,104,0,1,1,2015-09-29 13:20:04,1
441,4809,2015-09-29,63,104,104,1,1,1,2015-09-29 15:47:17,1
443,346,2015-09-29,53,104,104,0,1,1,2015-09-29 16:48:05,1
444,4771,2015-09-30,60,104,103,0,0,1,2015-09-30 09:39:51,1
447,8527,2015-09-23,53,104,104,1,1,1,2015-09-30 16:03:13,1
456,5338,2015-09-01,53,72,97,0,0,0,2015-10-10 14:18:44,1
459,4504,2015-10-09,54,104,95,1,0,1,2015-10-12 16:30:35,1
460,7063,2015-10-09,65,104,104,1,1,1,2015-10-12 16:37:47,1
467,1124,2015-10-13,60,104,104,1,0,1,2015-10-13 14:10:51,1
469,4791,2015-10-13,61,104,104,1,1,1,2015-10-13 15:28:33,1
474,7840,2015-10-14,54,83,104,0,1,1,2015-10-14 10:03:24,1
490,8140,2015-10-15,63,93,104,1,0,1,2015-10-15 17:45:36,1
493,1168,2015-10-16,60,74,103,0,0,1,2015-10-16 11:39:33,1
494,8859,2015-10-16,61,104,104,1,1,1,2015-10-16 15:05:14,1
496,9947,2015-10-19,61,104,104,1,0,1,2015-10-19 11:32:34,1
497,8339,2015-10-19,53,74,95,0,0,0,2015-10-19 11:36:17,1
499,4800,2015-10-20,60,104,104,1,1,1,2015-10-20 10:45:09,1
503,5122,2015-10-20,63,104,104,1,1,1,2015-10-20 11:38:17,1
504,5281,2015-10-15,54,83,104,0,1,1,2015-10-20 14:31:19,1
520,6016,2015-10-19,65,104,104,1,1,1,2015-10-23 15:40:39,1
522,7495,2015-10-23,61,104,104,1,1,0,2015-10-23 16:47:50,1
532,4947,2015-10-28,54,93,103,0,0,1,2015-10-28 11:05:46,1
533,2574,2015-10-28,63,83,104,0,0,1,2015-10-28 11:19:12,1
537,4836,2015-10-28,63,104,104,1,1,1,2015-10-29 07:52:09,1
550,7068,2015-10-30,53,74,95,0,0,0,2015-10-30 14:25:06,1
556,7032,2015-11-02,63,93,104,1,0,1,2015-11-02 16:32:49,1
560,7904,2015-11-03,60,104,104,1,1,1,2015-11-03 09:44:44,1
570,6230,2015-11-06,63,81,104,1,1,1,2015-11-06 09:31:02,1
573,10039,2015-11-05,54,104,104,1,1,1,2015-11-06 13:36:09,1
575,9986,2015-11-06,53,104,104,0,1,1,2015-11-06 16:33:02,1
576,9177,2015-11-06,53,104,104,0,1,1,2015-11-06 16:33:42,1
589,10488,2015-11-10,63,104,104,1,1,1,2015-11-10 15:42:32,1
590,337,2015-11-11,62,104,104,1,1,1,2015-11-11 16:39:27,1
597,7695,2015-11-13,53,104,104,1,1,1,2015-11-13 18:12:38,1
601,7119,2015-11-17,53,104,104,0,1,1,2015-11-17 14:43:39,1
602,9540,2015-11-17,53,104,104,0,0,0,2015-11-17 20:45:31,1
604,4339,2015-11-18,60,93,104,1,0,1,2015-11-18 10:58:47,1
605,2961,2015-11-18,63,83,104,0,1,1,2015-11-18 11:29:29,1
611,3330,2015-11-19,61,104,104,1,1,1,2015-11-19 16:49:20,1
615,8827,2015-11-20,53,89,104,0,0,1,2015-11-20 14:32:48,1
622,8024,2015-11-24,62,104,95,1,0,1,2015-11-24 15:57:33,1
626,9492,2015-11-26,54,93,104,1,1,1,2015-11-26 10:18:11,1
627,5440,2015-11-26,63,104,103,1,0,1,2015-11-26 16:12:59,1
629,8998,2015-11-26,54,104,104,1,1,1,2015-11-26 15:59:08,1
632,1506,2015-11-27,61,104,104,1,1,1,2015-11-27 11:56:36,1
635,9439,2015-11-30,53,93,104,0,1,1,2015-11-30 09:49:28,1
636,10021,2015-11-30,54,104,104,1,1,1,2015-11-30 16:08:19,1
640,4497,2015-12-01,53,93,104,0,1,1,2015-12-01 11:43:06,1
641,3126,2015-12-01,63,83,104,0,1,1,2015-12-01 14:18:28,1
644,4406,2015-12-01,63,74,103,0,0,0,2015-12-01 15:34:05,1
646,202,2015-12-01,63,74,103,0,0,0,2015-12-01 16:38:42,1
649,3191,2015-11-30,63,74,95,0,0,0,2015-12-02 10:55:52,1
660,175,2015-12-04,53,85,104,0,1,1,2015-12-04 15:06:01,1
661,175,2015-12-04,53,85,104,0,1,1,2015-12-04 15:06:01,1
664,8921,2015-12-07,53,81,104,0,0,1,2015-12-07 12:09:49,1
666,9438,2015-12-07,54,104,104,1,0,1,2015-12-07 12:14:08,1
672,10160,2015-12-08,63,74,104,0,0,1,2015-12-08 11:34:48,1
682,4572,2015-12-10,54,104,104,1,1,1,2015-12-10 16:37:45,1
685,9734,2015-12-10,54,104,104,1,1,1,2015-12-10 17:22:05,1
687,103,2015-12-11,53,93,104,0,1,1,2015-12-11 14:36:24,1
689,4462,2015-12-11,53,93,104,0,0,0,2015-12-11 17:06:49,1
690,1120,2015-12-14,53,93,104,0,1,1,2015-12-14 09:29:04,1
695,425,2015-12-16,61,104,103,0,0,1,2015-12-16 11:04:49,1
701,5690,2015-12-17,53,93,104,0,1,1,2015-12-17 09:44:56,1
703,3171,2015-12-17,53,93,104,0,1,1,2015-12-17 09:48:44,1
715,4363,2015-12-18,53,104,104,0,1,1,2015-12-18 17:20:08,1
718,10103,2015-12-21,63,74,95,0,0,0,2015-12-21 17:02:32,1
721,8233,2015-12-21,54,104,104,1,1,1,2015-12-22 12:54:05,1
723,9860,2015-12-22,63,104,104,1,0,1,2015-12-22 15:21:33,1
726,8466,2015-12-23,54,83,104,1,1,1,2015-12-23 10:50:39,1
728,4600,2015-12-23,53,104,95,0,0,0,2015-12-23 11:39:37,1
731,1670,2015-12-24,53,74,95,0,0,0,2015-12-24 11:41:29,1
732,9794,2015-12-24,63,74,95,0,0,0,2015-12-24 16:47:26,1
734,9301,2015-12-24,65,93,104,1,1,1,2015-12-25 09:08:06,1
741,7304,2015-12-25,54,93,104,0,1,1,2015-12-25 14:22:49,1
742,8245,2015-12-25,53,77,95,0,0,0,2015-12-25 15:26:26,1
743,8245,2015-12-25,53,77,95,0,0,0,2015-12-25 15:26:26,1
748,69728,2015-12-28,62,104,104,1,0,1,2015-12-28 17:28:09,1
749,5929,2015-12-29,58,104,104,1,0,1,2015-12-29 15:39:38,1
750,8960,2015-12-29,63,104,94,1,0,1,2015-12-29 15:55:13,1
751,5545,2015-12-29,63,85,104,1,1,1,2015-12-29 16:16:24,1
758,7767,2015-12-31,54,73,103,0,0,1,2015-12-31 14:48:49,1
759,49249,2015-12-31,54,83,103,0,0,1,2015-12-31 14:51:31,1
767,4856,2016-01-05,54,104,104,1,1,1,2016-01-05 10:20:01,1
773,8838,2016-01-06,53,74,95,0,0,1,2016-01-07 08:22:40,1
775,5689,2016-01-07,53,93,104,0,1,1,2016-01-07 11:35:42,1
781,7373,2016-01-08,63,104,95,1,0,0,2016-01-08 17:31:46,1
787,4589,2016-01-13,53,83,104,0,1,1,2016-01-13 15:24:16,1
790,5324,2016-01-15,53,93,104,0,1,1,2016-01-15 14:52:36,1
793,7304,2016-02-26,53,93,104,0,1,1,2016-02-26 14:14:17,1
798,10103,2016-02-26,53,93,104,0,1,1,2016-02-26 14:19:13,1
800,9439,2016-02-26,53,93,104,0,1,1,2016-02-26 14:21:58,1
801,8233,2016-02-26,53,93,104,0,1,1,2016-02-26 14:22:49,1
806,8998,2016-02-26,53,93,104,0,1,1,2016-02-26 14:38:35,1
807,8140,2016-02-26,53,93,104,0,1,1,2016-02-26 14:42:41,1
808,4947,2016-02-26,53,93,104,0,1,1,2016-02-26 14:43:50,1
809,10488,2016-02-26,53,93,104,0,1,1,2016-02-26 14:44:55,1
813,5689,2016-02-26,53,93,103,0,1,1,2016-02-26 15:42:16,1
819,7695,2016-02-29,53,104,104,1,1,1,2016-02-29 16:09:38,1
821,9200,2016-02-29,63,104,95,1,1,0,2016-02-29 16:31:18,1
822,9263,2016-03-01,54,104,104,1,1,1,2016-03-01 09:40:10,1
825,8904,2016-03-01,63,74,104,1,1,1,2016-03-01 10:58:49,1
835,6928,2016-03-01,54,83,104,0,1,1,2016-03-01 15:12:55,1
841,9446,2016-03-02,61,104,104,1,1,1,2016-03-02 09:41:49,1
842,3268,2016-03-02,63,104,104,1,1,1,2016-03-02 10:17:01,1
846,10144,2016-03-02,61,104,104,1,1,1,2016-03-02 11:07:51,1
847,4547,2016-03-02,61,83,104,1,1,1,2016-03-02 11:26:13,1
855,10167,2016-03-02,63,104,104,1,1,1,2016-03-02 17:21:35,1
860,7281,2016-03-03,53,104,104,1,1,1,2016-03-03 16:53:05,1
861,7327,2016-03-03,53,104,104,1,0,1,2016-03-03 17:00:01,1
862,1463,2016-03-03,53,104,104,1,1,1,2016-03-03 17:13:17,1
864,7209,2016-03-03,53,74,104,0,1,1,2016-03-04 09:34:40,1
868,9162,2016-03-04,60,104,104,1,1,1,2016-03-04 09:56:48,1
874,9501,2016-03-04,53,93,104,0,1,1,2016-03-04 15:28:44,1
877,7624,2016-03-04,53,93,103,0,1,1,2016-03-04 17:03:52,1
878,337,2016-03-07,53,93,104,0,1,1,2016-03-07 08:42:19,1
879,2685,2016-03-07,53,93,95,0,0,0,2016-03-07 08:55:35,1
882,7741,2016-03-07,54,104,104,1,1,1,2016-03-07 12:23:16,1
888,1110,2016-03-07,63,74,104,0,0,1,2016-03-07 17:09:46,1
894,4836,2016-03-08,53,104,103,0,1,1,2016-03-08 10:10:03,1
896,4755,2016-03-08,53,93,103,0,1,1,2016-03-08 10:44:49,1
899,10161,2016-03-08,63,104,104,1,1,1,2016-03-08 14:28:14,1
900,7344,2016-03-08,63,101,104,1,1,0,2016-03-08 14:55:44,1
902,7833,2016-03-08,61,104,104,1,1,1,2016-03-08 15:38:32,1
903,6622,2016-03-08,63,83,104,0,1,1,2016-03-08 15:57:14,1
904,9732,2016-03-08,62,104,104,1,1,1,2016-03-08 16:52:48,1
906,6791,2016-03-09,53,104,103,0,0,0,2016-03-09 09:33:10,1
911,4698,2016-03-09,53,104,104,0,0,1,2016-03-09 11:22:41,1
916,7474,2016-03-10,53,74,104,0,0,1,2016-03-10 15:14:30,1
917,7858,2016-03-10,53,93,103,0,1,1,2016-03-10 15:16:16,1
920,8717,2016-03-10,65,104,104,1,1,1,2016-03-10 16:31:22,1
929,6569,2016-03-11,63,83,103,0,1,1,2016-03-11 13:58:53,1
933,346,2016-03-14,53,93,104,0,1,1,2016-03-14 08:51:08,1
935,69728,2016-03-14,53,93,103,0,0,1,2016-03-14 08:55:53,1
937,8246,2016-03-14,53,83,104,0,0,1,2016-03-14 11:35:30,1
941,5342,2016-03-14,54,74,95,0,0,0,2016-03-14 17:03:16,1
943,6652,2016-03-14,54,104,104,1,0,1,2016-03-14 17:25:13,1
945,9886,2016-03-15,61,104,104,1,0,1,2016-03-15 09:51:39,1
949,349,2016-03-15,53,104,104,0,1,1,2016-03-15 13:11:25,1
954,4865,2016-03-16,60,104,104,0,1,1,2016-03-16 10:33:31,1
955,4562,2016-03-16,53,104,104,0,1,1,2016-03-16 10:50:50,1
959,7714,2016-03-17,53,104,104,1,1,1,2016-03-17 15:07:05,1
963,4685,2016-03-18,62,104,104,1,1,1,2016-03-18 10:22:11,1
966,3305,2016-03-18,63,83,104,0,0,1,2016-03-18 15:13:55,1
975,8306,2016-03-21,63,74,95,0,0,0,2016-03-21 17:33:49,1
976,1752,2016-03-22,61,104,104,1,1,1,2016-03-22 09:51:44,1
978,6929,2016-03-22,63,104,104,1,0,1,2016-03-22 16:01:14,1
980,4811,2016-03-22,65,74,95,0,0,0,2016-03-22 17:16:47,1
981,4756,2016-03-01,62,104,104,1,1,1,2016-03-23 08:00:01,1
982,1021,2016-03-23,53,104,104,0,1,1,2016-03-23 11:36:02,1
985,9757,2016-03-24,65,104,104,1,1,1,2016-03-24 12:52:05,1
986,69729,2016-03-24,63,93,104,1,0,1,2016-03-24 17:14:02,1
987,727,2016-03-24,63,104,104,1,0,1,2016-03-24 17:20:42,1
992,2567,2016-03-25,53,104,104,0,1,1,2016-03-25 16:22:05,1
996,8044,2016-03-28,53,93,104,0,1,1,2016-03-28 15:41:31,1
998,7327,2016-03-29,53,104,104,1,1,1,2016-03-29 16:08:31,1
1000,6153,2016-03-30,53,104,104,0,1,1,2016-03-30 11:09:59,1
1003,9477,2016-03-31,63,104,104,1,1,1,2016-03-31 16:43:22,1
1004,8851,2016-03-31,63,67,103,0,0,0,2016-03-31 18:54:20,1
1007,6809,2016-03-31,60,76,103,0,1,1,2016-03-31 18:59:33,1
1008,2970,2016-03-31,62,74,104,0,1,1,2016-03-31 19:01:16,1
1013,9691,2016-03-31,53,74,94,0,1,1,2017-03-07 12:38:36,1
1014,5035,2016-04-05,60,104,104,1,0,1,2016-04-05 10:47:10,1
1016,6046,2016-04-05,63,104,104,1,0,1,2016-04-05 11:28:15,1
1019,8857,2016-04-05,63,74,95,0,1,0,2016-04-05 17:36:04,1
1023,4705,2016-04-06,62,104,104,1,1,1,2016-04-06 15:45:49,1
1028,672,2016-04-07,60,104,104,1,1,1,2016-04-07 16:50:06,1
1034,7569,2016-04-11,54,104,104,1,1,1,2016-04-11 14:39:15,1
1037,7032,2016-04-11,54,74,104,0,1,1,2016-04-11 16:13:23,1
1038,1307,2016-04-12,53,104,95,1,0,0,2016-04-12 11:18:59,1
1040,1749,2016-04-12,63,73,104,0,0,1,2016-04-12 16:18:10,1
1042,4616,2016-04-13,63,104,104,1,1,1,2016-04-13 11:13:41,1
1045,5226,2016-04-13,63,104,104,1,1,1,2016-04-13 16:20:44,1
1047,5281,2016-04-14,53,104,104,1,1,1,2016-04-14 16:57:36,1
1048,2591,2016-04-15,63,104,104,1,1,1,2016-04-15 10:58:52,1
1053,8620,2016-04-15,53,104,104,1,1,1,2016-04-15 16:26:38,1
1055,6756,2016-04-18,54,104,104,1,0,1,2016-04-18 10:39:50,1
1056,7290,2016-04-18,54,104,104,1,0,1,2016-04-18 10:58:07,1
1057,8416,2016-04-18,63,104,104,1,1,1,2016-04-18 15:33:42,1
1063,8504,2016-04-18,53,104,104,1,1,1,2016-04-20 08:05:12,1
1066,8223,2016-04-20,63,74,95,0,0,0,2016-04-20 10:30:57,1
1072,8301,2016-04-21,60,104,104,1,1,1,2016-04-21 15:28:10,1
1086,7030,2016-04-26,53,104,104,1,1,1,2016-04-26 16:11:25,1
1090,7233,2016-04-26,63,74,95,1,0,0,2016-04-27 10:28:17,1
1093,5689,2016-04-28,53,104,104,1,1,1,2016-04-28 14:43:33,1
1111,8114,2016-05-03,63,74,95,0,1,0,2016-05-03 18:54:17,1
1113,9878,2016-05-04,63,83,103,0,0,1,2016-05-04 13:44:50,1
1117,5173,2016-05-04,61,104,104,1,1,1,2016-05-04 19:49:06,1
1122,5778,2016-05-05,60,74,104,0,0,1,2016-05-05 16:40:42,1
1123,6912,2016-05-05,60,104,104,1,1,1,2016-05-05 16:43:39,1
1125,7190,2016-05-06,63,104,95,0,0,0,2016-05-06 12:53:33,1
1127,8239,2016-05-09,60,78,95,0,0,0,2016-05-09 09:56:58,1
1139,3142,2016-05-13,63,104,104,1,1,1,2016-05-13 10:51:34,1
1143,3869,2016-05-13,63,104,104,1,0,1,2016-05-13 15:57:55,1
1145,9886,2016-05-13,53,104,104,1,1,1,2016-05-13 20:22:27,1
1149,6866,2016-05-16,54,104,104,1,1,1,2016-05-16 14:53:44,1
1153,3382,2016-05-16,54,104,104,1,0,1,2016-05-16 17:39:41,1
1156,1200,2016-05-17,53,93,104,1,0,1,2016-05-17 14:42:12,1
1158,8107,2016-05-18,53,104,104,1,1,1,2016-05-18 09:53:03,1
1162,212,2016-05-18,61,104,104,1,1,1,2016-05-18 16:12:32,1
1164,2735,2016-05-19,53,89,103,0,0,1,2016-05-19 16:34:58,1
1167,8589,2016-05-20,53,104,104,1,1,1,2016-05-20 14:27:05,1
1171,8140,2016-05-23,53,85,104,0,1,1,2016-05-23 09:29:14,1
1172,2807,2016-05-23,61,77,104,1,0,1,2016-05-23 09:55:43,1
1180,6270,2016-05-25,53,104,95,0,0,0,2016-05-25 11:14:12,1
1182,4504,2016-05-25,53,104,104,1,1,1,2016-05-25 14:00:15,1
1185,9615,2016-05-25,60,78,104,0,0,0,2016-05-25 16:58:38,1
1189,18,2016-05-30,53,104,104,1,1,1,2016-05-30 10:52:14,1
1190,8921,2016-05-30,53,104,104,1,1,1,2016-05-30 10:53:37,1
1204,5181,2016-06-02,63,104,104,1,1,1,2016-06-02 14:41:34,1
